team;league;gp_total;w_total;d_total;l_total;ppg_total;gp_home;w_home;d_home;l_home;ppg_home;gp_away;w_away;d_away;l_away;ppg_away;gf_total;ga_total;gf_per_match_total;ga_per_match_total;over15_pct_total;over25_pct_total;btts_pct_total;clean_sheets_pct_total;failed_to_score_pct_total;scoring_rate_total_pct;scoring_rate_1h_pct;scoring_rate_2h_pct;conceding_rate_total_pct;corners_for_avg_total;corners_against_avg_total;total_corners_avg
Club Brugge;Belgium - Pro League;14;9;2;3;2.07;6;5;1;0;2.67;8;4;1;3;1.63;21;13;1.5;0.93;57;36;43;43;14;86;36;71;57;6.79;4.0;10.79
