team;league;season;gp_total;w_total;d_total;l_total;ppg_total;ppg_home;ppg_away;gf_per_match_total;ga_per_match_total;over1_5_pct_total;over2_5_pct_total;over3_5_pct_total;btts_pct_total;cs_pct_total;fts_pct_total;gfga_per_match_total;ht_over0_5_match_pct;ht_over1_5_match_pct;scoring_rate_total;conceding_rate_total;scoring_rate_1h;scoring_rate_2h;conceding_rate_1h;conceding_rate_2h;corners_for_avg_total;corners_against_avg_total;total_corners_avg_total;total_corners_9_5_plus_pct_total;home_cs_pct;away_cs_pct
Royale Union SG;Belgium - First Division A;2025-26;14;10;3;1;2.36;3.0;1.88;2.07;0.57;79;43;29;43;50;14;2.64;57;21;86;50;50;86;14;36;5.86;4.07;9.93;64;83;25
