Team;League;GP;W;D;L;PPG_Home;PPG_Away;PPG_Total;AVG_Goals_For;AVG_Goals_Against;Goals_For_Home;Goals_For_Away;Goals_Against_Home;Goals_Against_Away;GF_over_05;GF_over_15;GF_over_25;GA_over_05;GA_over_15;GA_over_25;Over15;Over25;Over35;BTTS;Clean_Sheets;Failed_to_Score;Corners_For_Avg;Corners_Against_Avg;Corners_Total_Avg;ScoringRate_HT;ScoringRate_FT;Notes
Zulte-Waregem;Belgium - Pro League;14;5;4;5;1.43;1.29;1.36;1.5;1.5;10;11;9;12;79%;50%;14%;79%;43%;21%;86%;50%;43%;64%;21%;21%;4.21;6.5;10.71;43%;50%;Crescendo recente com alta ofensiva fora de casa e boa taxa BTTS (64%)
