matches_home_mat;away_mat;ppg_home;ppg_away;ppg_total;gf_home;gf_away;gf_total;gf_avg_ho;gf_avg_aw;gf_avg_to;ga_home;ga_away;ga_total;ga_avg_ho;ga_avg_aw;ga_avg_to;over15;over25;over35;under15;under25;btts_yes;btts_no;corners_f;corners_f_home;corners_f_away;corners_a;corners_a_home;corners_a_away;total_corners
8;6;0.75;1.0;0.86;13;5;18;1.63;0.83;1.29;16;5;21;2.0;0.83;1.5;86;50;29;14;50;64;36;4.36;4.38;4.33;4.93;4.63;5.33;9.29
