matches_home_mat;away_mat;ppg_home;ppg_away;ppg_total;gf_home;gf_away;gf_total;gf_avg_ho;gf_avg_aw;gf_avg_to;ga_home;ga_away;ga_total;ga_avg_ho;ga_avg_aw;ga_avg_to;over15;over25;over35;under15;under25;btts_yes;btts_no;corners_f;corners_f_home;corners_f_away;corners_a;corners_a_home;corners_a_away;total_corners
8;6;2.13;1.33;1.79;14;7;21;1.75;1.17;1.5;7;6;13;0.88;1.0;0.93;64;29;29;36;36;43;57;6.36;6.75;5.83;3.86;3.75;4.0;10.21
