team;league;season;gp_total;w_total;d_total;l_total;ppg_total;ppg_home;ppg_away;gf_per_match_total;ga_per_match_total;over1_5_pct_total;over2_5_pct_total;over3_5_pct_total;btts_pct_total;cs_pct_total;fts_pct_total;gfga_per_match_total;ht_over0_5_match_pct;ht_over1_5_match_pct;scoring_rate_total;conceding_rate_total;scoring_rate_1h;scoring_rate_2h;conceding_rate_1h;conceding_rate_2h;corners_for_avg_total;corners_against_avg_total;total_corners_avg_total;total_corners_9_5_plus_pct_total;home_cs_pct;away_cs_pct
La Louviere;Belgium - First Division A;2025-26;14;4;5;5;1.21;1.71;0.71;0.79;1.0;50;36;14;43;43;43;1.79;57;21;57;57;36;29;36;36;4.14;3.93;8.07;36;71;14
