matches_home_mat;away_mat;ppg_home;ppg_away;ppg_total;gf_home;gf_away;gf_total;gf_avg_ho;gf_avg_aw;gf_avg_to;ga_home;ga_away;ga_total;ga_avg_ho;ga_avg_aw;ga_avg_to;over15;over25;over35;under15;under25;btts_yes;btts_no;corners_f;corners_f_home;corners_f_away;corners_a;corners_a_home;corners_a_away;total_corners
7;7;0.43;0.29;0.36;3;5;8;0.43;0.71;0.57;9;14;23;1.29;2.0;1.64;71;43;21;28;57;50;50;3.29;3.43;3.14;5.36;4.71;6.0;8.64
