team;league;season;gp_total;w_total;d_total;l_total;ppg_total;ppg_home;ppg_away;gf_per_match_total;ga_per_match_total;over1_5_pct_total;over2_5_pct_total;over3_5_pct_total;btts_pct_total;cs_pct_total;fts_pct_total;gfga_per_match_total;ht_over0_5_match_pct;ht_over1_5_match_pct;scoring_rate_total;conceding_rate_total;scoring_rate_1h;scoring_rate_2h;conceding_rate_1h;conceding_rate_2h;corners_for_avg_total;corners_against_avg_total;total_corners_avg_total;total_corners_9_5_plus_pct_total;home_cs_pct;away_cs_pct
Sint-Truiden;Belgium - First Division A;2025-26;14;7;3;4;1.71;2.0;1.33;1.36;1.14;86;43;21;50;29;21;2.5;71;21;79;71;50;50;43;43;6.0;3.86;9.86;64;38;17
