matches_home_mat;away_mat;ppg_home;ppg_away;ppg_total;gf_home;gf_away;gf_total;gf_avg_ho;gf_avg_aw;gf_avg_to;ga_home;ga_away;ga_total;ga_avg_ho;ga_avg_aw;ga_avg_to;over15;over25;over35;under15;under25;btts_yes;btts_no;corners_f;corners_f_home;corners_f_away;corners_a;corners_a_home;corners_a_away;total_corners
7;7;1.57;1.0;1.29;9;9;18;1.29;1.29;1.29;7;13;20;1.0;1.86;1.43;79;50;36;21;50;64;36;4.21;4.71;3.71;4.64;5.71;3.57;8.86
