matches_home_mat;away_mat;ppg_home;ppg_away;ppg_total;gf_home;gf_away;gf_total;gf_avg_ho;gf_avg_aw;gf_avg_to;ga_home;ga_away;ga_total;ga_avg_ho;ga_avg_aw;ga_avg_to;over15;over25;over35;under15;under25;btts_yes;btts_no;corners_f;corners_f_home;corners_f_away;corners_a;corners_a_home;corners_a_away;total_corners
7;7;1.57;0.43;1.0;11;2;13;1.57;0.29;0.93;8;8;16;1.14;1.14;1.14;71;29;14;29;29;57;43;4.0;4.86;3.14;4.93;4.86;5.0;8.93
