team;league;season;gp_total;w_total;d_total;l_total;ppg_total;ppg_home;ppg_away;gf_per_match_total;ga_per_match_total;over1_5_pct_total;over2_5_pct_total;over3_5_pct_total;btts_pct_total;cs_pct_total;fts_pct_total;gfga_per_match_total;ht_over0_5_match_pct;ht_over1_5_match_pct;scoring_rate_total;conceding_rate_total;scoring_rate_1h;scoring_rate_2h;conceding_rate_1h;conceding_rate_2h;corners_for_avg_total;corners_against_avg_total;total_corners_avg_total;total_corners_9_5_plus_pct_total;home_cs_pct;away_cs_pct
Gent;Belgium - First Division A;2025-26;14;6;3;5;1.5;2.0;1.0;1.64;1.57;86;64;43;64;21;14;3.21;71;43;86;79;36;86;57;43;5.36;4.57;9.93;50;43;0
